[2025-12-24 12:16:48.732] [ INFO] [main]  Application starting...
[2025-12-24 12:16:48.733] [ INFO] [main] Loading configuration...
[2025-12-24 12:16:48.733] [ INFO] [main] User authentication request from IP: 192.168.1.100
[2025-12-24 12:16:48.733] [ INFO] [main]  User authenticated successfully
[2025-12-24 12:16:48.733] [ INFO] [main] Executing database query...
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #793
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #794
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #795
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #796
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #797
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #798
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #799
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #800
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #801
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #802
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #803
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #804
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #805
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #806
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #807
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #808
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #809
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #810
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #811
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #812
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #813
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #814
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #815
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #816
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #817
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #818
[2025-12-24 12:16:53.839] [ INFO] [main] Performance test message #819
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #820
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #821
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #822
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #823
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #824
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #825
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #826
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #827
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #828
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #829
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #830
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #831
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #832
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #833
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #834
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #835
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #836
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #837
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #838
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #839
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #840
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #841
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #842
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #843
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #844
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #845
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #846
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #847
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #848
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #849
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #850
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #851
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #852
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #853
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #854
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #855
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #856
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #857
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #858
[2025-12-24 12:16:53.840] [ INFO] [main] Performance test message #859
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #860
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #861
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #862
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #863
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #864
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #865
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #866
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #867
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #868
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #869
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #870
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #871
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #872
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #873
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #874
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #875
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #876
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #877
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #878
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #879
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #880
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #881
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #882
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #883
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #884
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #885
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #886
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #887
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #888
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #889
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #890
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #891
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #892
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #893
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #894
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #895
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #896
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #897
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #898
[2025-12-24 12:16:53.841] [ INFO] [main] Performance test message #899
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #900
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #901
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #902
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #903
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #904
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #905
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #906
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #907
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #908
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #909
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #910
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #911
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #912
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #913
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #914
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #915
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #916
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #917
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #918
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #919
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #920
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #921
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #922
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #923
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #924
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #925
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #926
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #927
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #928
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #929
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #930
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #931
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #932
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #933
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #934
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #935
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #936
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #937
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #938
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #939
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #940
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #941
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #942
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #943
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #944
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #945
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #946
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #947
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #948
[2025-12-24 12:16:53.842] [ INFO] [main] Performance test message #949
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #950
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #951
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #952
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #953
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #954
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #955
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #956
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #957
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #958
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #959
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #960
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #961
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #962
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #963
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #964
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #965
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #966
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #967
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #968
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #969
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #970
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #971
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #972
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #973
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #974
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #975
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #976
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #977
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #978
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #979
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #980
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #981
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #982
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #983
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #984
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #985
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #986
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #987
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #988
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #989
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #990
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #991
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #992
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #993
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #994
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #995
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #996
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #997
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #998
[2025-12-24 12:16:53.843] [ INFO] [main] Performance test message #999
